,site_reference_number,facility_id,hvac_system_id,heating_system_type,heating_system_type_other,primary_heat_fuel,aux_heat,electric_resistance_heat_type,total_hvac_heating_capacity_kbtu,facility_heating_capacity_fraction,facility_heating_capacity_rank,regional_heated_sqft_represented,total_hvac_cooling_capacity_kbtu,facility_cooling_capacity_fraction,facility_cooling_capacity_rank,regional_cooled_sqft_represented,cooling_system_type,cooling_system_type_other,hydronic_heating,hydronic_cooling,hydronic_heating_or_cooling,avg_hours_per_week,airflow_capacity,system_primary_heat,system_primary_cool,primary_ventilation_source,num_identical_units,system_age_years,type_manufacturer,type_model,zone_type,heat_pump_type,component_vent_other,fan_supply_vfd,fan_supply_hp,fan,total_return_exhaust_fan_hp,supply_control_method,ventilation_outside_air,ventilation_exhaust,controls_comm_types,heat_cool_vent,component_heat_exchange,boiler_fuel_type,chiller_type,primary_building_type_facility,detailed_econ,total_building_area,urban_rural,year_constructed,sample_weight_hvac,regional_site_sqft_represented,regional_site_conditioned_sqft_represented
891,11438,7161,20463,Suspended Unitary Heater,,NG,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,7.0,0.0,Reznor,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Manual thermostat),HT,,Not Applicable,Not Applicable,Assembly,Assembly - Museum,32340,Urban,1991,1.0,436678.6771,327950.1281
892,11438,7161,20464,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,10.236426,0.020093,6.0,6589.501924,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,0.0,QMARK,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Manual thermostat),HT,,Not Applicable,Not Applicable,Assembly,Assembly - Museum,32340,Urban,1991,1.0,436678.6771,327950.1281
893,11438,7162,20465,AHU with DX cooling and combustion heating,,NG,,,700.0,1.0,1.0,108728.549,600.0,0.925925,1.0,100674.4817,AHU with DX cooling and combustion heating,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,8.0,trane,RAUJC504BB030BD000010,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,,Economizer/Motorized louvers,Another system controls exhaust air,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Assembly,Assembly - Museum,10722,Urban,2012,1.0,436678.6771,108728.549
894,11438,7162,20466,AHU with DX cooling and combustion heating,,NG,,,0.0,0.0,2.0,0.0,48.0,0.074074,2.0,8053.958536,AHU with DX cooling and combustion heating,,0,0,0,49.0,0.0,Primary,Primary,0,1.0,8.0,YORK,YHJD48S44S3A,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Louvers (unknown if motorized/economizer),Another system controls exhaust air,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Assembly,Assembly - Museum,10722,Urban,2012,1.0,436678.6771,108728.549
895,14073,7170,20483,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,355.2,1.0,1.0,13374049.33,354.999254,1.0,1.0,13374049.33,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,0.0,0.0,Primary,Primary,0,6.0,0.0,Carrier ,48tjd005.501ga,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Motorized louvers,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Other Specialty Merchandise,11472,Urban,1920,1.0,13374049.33,13374049.33
896,14073,7170,20484,AHU with DX cooling and combustion heating,,NG,,,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,AHU with DX cooling and combustion heating,,0,0,0,0.0,0.0,Primary,Primary,0,1.0,0.0,Carrier ,38tkb048330,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,Full Electronic (Programmable thermostat),"C,HT",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Other Specialty Merchandise,11472,Urban,1920,1.0,13374049.33,13374049.33
897,21022,7173,20500,Suspended Unitary Heater,,NG,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,0.0,reznor,,Single Zone,,,0.0,0.033,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Other Specialty Merchandise,5243,Urban,1949,1.0,4117497.2789999996,1280581.222
898,21022,7173,20501,Suspended Unitary Heater,,NG,,,100.0,1.0,1.0,1280581.222,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,22.0,Reznor,f100-3,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Other Specialty Merchandise,5243,Urban,1949,1.0,4117497.2789999996,1280581.222
899,21022,7174,20502,Suspended Unitary Heater,,NG,,,205.0,1.0,1.0,1040487.5079999999,0.0,0.0,0.0,0.0,,,0,0,0,51.0,0.0,Primary,,0,1.0,0.0,Modine,PDP250AE0130SBAN,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Studio/Gallery,11615,Urban,1910,1.0,4117497.2789999996,1040487.5079999999
900,20063,7178,20549,Radiant baseboard,,Electricity,,Electric Resistance Heating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,21.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Lodging,Lodging - Motel,6956,Rural,1963,1.0,549046.0920000001,549046.0920000001
901,20063,7178,20550,Other,Cadet,Electricity,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Lodging,Lodging - Motel,6956,Rural,1963,1.0,549046.0920000001,549046.0920000001
902,14528,7181,20555,,,,,,0.0,0.0,0.0,0.0,164.3,1.0,1.0,3317545.175,Room AC (RAC),,0,0,0,168.0,0.0,,Primary,0,31.0,0.0,Kenmore,580.720562,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,Full Electronic (Programmable thermostat),"C,V",,Not Applicable,Not Applicable,Lodging,Lodging - Motel,7882,Urban,1930,1.0,3317545.175,3317545.175
903,14528,7181,20556,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,35.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,Lodging,Lodging - Motel,7882,Urban,1930,1.0,3317545.175,3317545.175
904,14528,7181,20557,Radiant baseboard,,Electricity,,Electric Resistance Heating,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,27.0,0.0,,,Single Zone,,,0.0,0.0,,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,Lodging,Lodging - Motel,7882,Urban,1930,1.0,3317545.175,3317545.175
905,20734,7184,20570,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,128.0,0.22298800000000002,1.0,84835.75085,120.0,0.443622,1.0,168775.9228,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,60.0,0.0,Primary,Primary,0,2.0,5.0,Trane, YSC060E1EMA1N,Single Zone,,,0.0,0.75,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Fixed position passive louvers,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
906,20734,7184,20571,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,108.0,0.188146,3.0,71580.11722999999,60.0,0.221811,2.0,84387.96138,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,60.0,0.0,Primary,Primary,0,1.0,10.0,Trane,YSC060E1EHA0UC,Single Zone,,,0.0,0.75,"Condenser,Supply",0.0,None,Economizer/Motorized louvers,Fixed position passive louvers,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
907,20734,7184,20572,AHU with DX cooling and combustion heating,,NG,,,36.8,0.064109,6.0,24390.25935,30.0,0.11090499999999999,4.0,42193.79047,AHU with DX cooling and combustion heating,,0,0,0,60.0,0.0,Primary,Primary,0,1.0,20.0,Trane,TTN030C100C4,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,Full Electronic (Programmable thermostat),"C,HT",,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
908,20734,7184,20573,AHU with DX cooling and combustion heating,,NG,,,0.0,0.0,8.0,0.0,42.0,0.15526800000000002,3.0,59071.6871,AHU with DX cooling and combustion heating,,0,0,0,60.0,0.0,Primary,Primary,0,1.0,21.0,American Standard,7A0042A100A1,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,Full Electronic (Programmable thermostat),"C,HT",,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
909,20734,7184,20574,,,,,,0.0,0.0,0.0,0.0,18.5,0.068391,5.0,26019.3456,Room AC (RAC),,0,0,0,60.0,0.0,,Primary,0,1.0,5.0,Frigidaire,FFRE1833Q2,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,Full Electronic (Programmable thermostat),C,,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
910,20734,7184,20575,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,Portable AC (P-AC),,0,0,0,60.0,0.0,,Primary,0,2.0,0.0,aire,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,Full Electronic (Programmable thermostat),C,,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
911,20734,7184,20576,Suspended Unitary Heater,,NG,,,76.72,0.133653,5.0,50848.26362,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,33.0,Reznor,CEEXL105,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
912,20734,7184,20577,Furnace,,NG,,,100.0,0.174209,4.0,66277.78768,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,0.0,HCCO,NHGI925BK03,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
913,20734,7184,20578,Suspended Unitary Heater,,NG,,,124.5,0.21689099999999997,2.0,82516.14813,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,2.0,11.0,Reznor,UDAP75,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
914,20734,7184,20579,Suspended Unitary Heater,,NG,,,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,60.0,0.0,Primary,,0,1.0,0.0,Reznor,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,School,School - Pre-School,14391,Urban,1973,1.0,380449.8487,380449.8487
915,10961,7193,20615,Packaged Terminal AC (PTAC) w/heat,,Electricity,Electric strip heat,Electric Resistance Heating,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,Packaged Terminal AC (PTAC) w/heat,,0,0,0,45.0,0.0,Primary,Primary,0,1.0,0.0,GE,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,2000,Urban,1980,1.0,1611216.677,1611216.677
916,10961,7193,20616,Packaged Terminal HP (PTHP),,Electricity,Electric strip heat,Electric Resistance Auxiliary Heating,11.2,0.621383,1.0,1001182.652,11.2,1.0,1.0,1611216.677,Packaged Terminal HP (PTHP),,0,0,0,45.0,0.0,Primary,Primary,0,1.0,0.0,LG,LT1237HNR,Single Zone,Packaged Terminal HP (PTHP),,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,2000,Urban,1980,1.0,1611216.677,1611216.677
917,10961,7193,20617,Radiant baseboard,,Electricity,,Electric Resistance Heating,6.824284,0.378616,2.0,610032.4132,0.0,0.0,0.0,0.0,,,0,0,0,45.0,0.0,Supplemental,,0,2.0,0.0,,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,2000,Urban,1980,1.0,1611216.677,1611216.677
918,12906,7202,20635,AHU with DX cooling and combustion heating,,NG,,,97.0,0.24935700000000002,1.0,1006563.934,48.0,0.25,2.0,1009159.493,AHU with DX cooling and combustion heating,,0,0,0,80.0,0.0,Primary,Primary,0,1.0,4.0,Day & Night,N4A348AKN300,Single Zone,,,1.0,1.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Clinic / Outpatient Medical,7545,Urban,2014,1.0,4036637.9710000004,4036637.9710000004
919,12906,7202,20636,AHU with DX cooling and combustion heating,,NG,,,78.0,0.200514,3.0,809402.426,36.0,0.1875,3.0,756869.6195,AHU with DX cooling and combustion heating,,0,0,0,45.0,0.0,Primary,Primary,0,1.0,4.0,Day & Night,N4A336AKN300,Multizone,,,1.0,0.75,"Condenser,Supply",0.0,VAV without reheat,Fixed-position louvers,Another system controls exhaust air,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Clinic / Outpatient Medical,7545,Urban,2014,1.0,4036637.9710000004,4036637.9710000004
920,12906,7202,20637,AHU with DX cooling and combustion heating,,NG,,,58.0,0.1491,5.0,601862.7214,24.0,0.125,5.0,504579.7463,AHU with DX cooling and combustion heating,,0,0,0,72.5,0.0,Primary,Primary,0,1.0,4.0,Day & Night,N4A324AKN200,Single Zone,,,0.0,0.5,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Clinic / Outpatient Medical,7545,Urban,2014,1.0,4036637.9710000004,4036637.9710000004
921,12906,7202,20638,AHU with DX cooling and combustion heating,,NG,,,78.0,0.200514,2.0,809402.426,48.0,0.25,1.0,1009159.493,AHU with DX cooling and combustion heating,,0,0,0,72.5,0.0,Primary,Primary,0,1.0,4.0,Day & Night,N4A348AKN300,Multizone,,,0.0,0.75,"Condenser,Supply",0.0,VAV without reheat,Fixed-position louvers,Another system controls exhaust air,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Clinic / Outpatient Medical,7545,Urban,2014,1.0,4036637.9710000004,4036637.9710000004
922,12906,7202,20639,AHU with DX cooling and combustion heating,,NG,,,78.0,0.200514,4.0,809402.426,36.0,0.1875,4.0,756869.6195,AHU with DX cooling and combustion heating,,0,0,0,72.5,0.0,Primary,Primary,0,1.0,4.0,Day & Night,N4A336AKN300,Single Zone,,,1.0,0.75,"Condenser,Supply",0.0,None,Fixed-position louvers,Another system controls exhaust air,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Clinic / Outpatient Medical,7545,Urban,2014,1.0,4036637.9710000004,4036637.9710000004
923,17830,7204,20643,AHU with DX cooling and combustion heating,,NG,Furnace,,58.0,1.0,1.0,758535.7922,0.0,0.0,1.0,0.0,AHU with DX cooling and combustion heating,,0,0,0,96.0,1000.0,Primary,Primary,0,1.0,6.0,,,Single Zone,,,1.0,0.75,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Office,Office - Medical Office,2547,Urban,1910,1.0,1564364.909,758535.7922
924,21922,7207,20652,Furnace,,NG,,,80.0,1.0,1.0,168211.80899999998,0.0,0.0,0.0,0.0,,,0,0,0,45.0,1600.0,Primary,,0,1.0,21.0,Payne,PG8,Single Zone,,,0.0,0.5,Supply,0.0,None,,,Full Electronic (Programmable thermostat),HT,,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Other Specialty Merchandise,1492,Urban,1944,1.0,168211.80899999998,168211.80899999998
925,22304,7210,20661,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,243.0,0.9793709999999999,1.0,2995948.502,240.0,0.9523799999999999,1.0,2913381.583,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,150.5,4000.0,Primary,Primary,0,2.0,10.0,Trane,YHC120A3RLA2JC000A2,Single Zone,,,0.0,3.0,"Condenser,Supply",0.0,None,Louvers (unknown if motorized/economizer),,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Clinic / Outpatient Medical,7500,Urban,2009,1.0,3059053.7210000004,3059053.7210000004
926,22304,7210,20662,,,,,,0.0,0.0,0.0,0.0,12.0,0.047619,2.0,145669.0792,Other,Mini-split AC,0,0,0,168.0,363.0,,Supplemental,0,1.0,10.0,Mitsubishi,MU-A12WA,Single Zone,,,0.0,0.0,Condenser,0.0,None,,,,C,,Not Applicable,Not Applicable,Office,Office - Medical Clinic / Outpatient Medical,7500,Urban,2009,1.0,3059053.7210000004,3059053.7210000004
927,22304,7210,20663,Radiant baseboard,,Electricity,,Electric Resistance Heating,5.118213,0.020628,2.0,63102.16016,0.0,0.0,0.0,0.0,,,0,0,0,168.0,175.0,Supplemental,,0,1.0,0.0,Markel,HF3315TRP,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Office,Office - Medical Clinic / Outpatient Medical,7500,Urban,2009,1.0,3059053.7210000004,3059053.7210000004
928,12934,7213,20667,Suspended Unitary Heater,,NG,,,152.0,1.0,1.0,580703.4544,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,1.0,9.0,Modine,PA200AB,Single Zone,,,0.0,0.33,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Warehouse,Warehouse  - Other Warehouse,3740,Urban,1990,1.0,580703.4544,580703.4544
929,12934,7213,20668,Wall-mount Unitary Heater,,Electricity,,Electric Resistance Heating,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,40.0,0.0,Primary,,0,2.0,9.0,Cadet,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Warehouse,Warehouse  - Other Warehouse,3740,Urban,1990,1.0,580703.4544,580703.4544
930,12934,7213,20669,,,,,,0.0,0.0,0.0,0.0,12.0,1.0,1.0,580703.4544,Other,Mini Split,0,0,0,168.0,0.0,,Primary,0,1.0,3.0,Lennox,MS7-CO-12L1A,Single Zone,,,0.0,0.0585,"Condenser,Supply",0.0,None,,,,C,,Not Applicable,Not Applicable,Warehouse,Warehouse  - Other Warehouse,3740,Urban,1990,1.0,580703.4544,580703.4544
931,10410,7214,20670,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,99.0,0.0,Primary,Primary,0,1.0,4.0,,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,Full Electronic (Manual thermostat),"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Retail Banking,2500,Urban,1970,1.0,932312.7655,932312.7655
932,12520,7216,20679,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,4.0,0.0,,,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Louvers (unknown if motorized/economizer),Another system controls exhaust air,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Assembly,Assembly - Club/Lodges,7503,Urban,1960,1.0,97964.52712,97964.52712
933,21161,7226,20703,Suspended Unitary Heater,,Electricity,,Electric Resistance Heating,170.6071,1.0,1.0,1487850.105,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Primary,,0,2.0,0.0,Markel,F2F 5105,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Office,Office - Office- Admin/Professional/Government/Financial,6200,Urban,1981,5.0,1487850.105,1487850.105
934,17542,7229,20722,AHU with DX cooling and combustion heating,,NG,,,81.0,1.0,1.0,701771.2840000001,60.0,1.0,1.0,701771.2840000001,AHU with DX cooling and combustion heating,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,5.0,,,Single Zone,,,1.0,0.5,"Condenser,Supply",0.0,None,,,Full Electronic (Manual thermostat),"C,HT",,Not Applicable,Not Applicable,Assembly,Assembly - Club/Lodges,6300,Urban,1985,1.0,701771.2840000001,701771.2840000001
935,17542,7229,20723,Other,Fireplace,NG,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,168.0,0.0,Supplemental,,0,1.0,0.0,,,Single Zone,,,0.0,0.0,,0.0,None,,,Full Electronic (Manual thermostat),HT,,Not Applicable,Not Applicable,Assembly,Assembly - Club/Lodges,6300,Urban,1985,1.0,701771.2840000001,701771.2840000001
936,20677,7231,20724,Suspended Unitary Heater,,NG,,,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,,,0,0,0,45.0,0.0,Primary,,0,2.0,0.0,Reznor,,Single Zone,,,0.0,0.0,Supply,0.0,None,,,,HT,,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - No Majority,49620,Urban,1961,1.0,4571182.901000001,3333039.0439999998
937,20677,7231,20725,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,81.0,0.207905,3.0,692955.4824,50.0,0.141003,3.0,469968.5043,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,24.0,Rheem,Rkka-a048jk10e,Multizone,,,0.0,0.5,"Condenser,Supply",0.0,,Fixed-position louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - No Majority,49620,Urban,1961,1.0,4571182.901000001,3333039.0439999998
938,20677,7231,20726,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,81.0,0.207905,2.0,692955.4824,81.0,0.22842600000000002,2.0,761352.7767,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,1.0,24.0,Rheem,Rkka-a060jk10e,Multizone,,,0.0,0.75,"Condenser,Supply",0.0,,Fixed-position louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - No Majority,49620,Urban,1961,1.0,4571182.901000001,3333039.0439999998
939,20677,7231,20727,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,194.4,0.49897299999999994,1.0,1663096.491,190.0,0.5358149999999999,1.0,1785892.315,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,168.0,0.0,Primary,Primary,0,2.0,15.0,Trane,Ysc090a4rla1md0000000,Multizone,,,0.0,2.0,"Condenser,Supply",0.0,,Economizer/Motorized louvers,,,"C,HT,V",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - No Majority,49620,Urban,1961,1.0,4571182.901000001,3333039.0439999998
940,20677,7231,20728,Other,split system heat pump,Electricity,,,33.2,0.085215,4.0,284024.9221,33.6,0.09475399999999999,4.0,315818.7816,Other,split system heat pump,0,0,0,168.0,0.0,Primary,Primary,0,1.0,5.0,Payne,Ph13nb036-b,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,HT",,Not Applicable,Not Applicable,Mixed Commercial,Mixed Commercial - No Majority,49620,Urban,1961,1.0,4571182.901000001,3333039.0439999998
941,14756,7232,20729,AHU with DX cooling and combustion heating,,NG,,,0.0,0.0,1.0,0.0,60.0,0.5882350000000001,1.0,165509.1734,AHU with DX cooling and combustion heating,,0,0,0,168.0,2400.0,Primary,Primary,0,1.0,2.0,Lennox,13ACXN060,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,Fixed-position louvers,Fixed position passive louvers,Full DDC,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Retail Banking,2975,Urban,1995,1.0,281365.7354,281365.7354
942,14756,7232,20730,,,,,,0.0,0.0,0.0,0.0,42.0,0.411764,2.0,115856.2807,Ductless Mini-Split AC,,0,0,0,168.0,425.0,,Primary,0,1.0,10.0,Mitsubishi,PUY-A12NHA2,Single Zone,,,0.0,0.33,"Condenser,Supply",0.0,None,,,Full DDC,C,,Not Applicable,Not Applicable,Office,Office - Retail Banking,2975,Urban,1995,1.0,281365.7354,281365.7354
943,10985,7235,20740,AHU with DX cooling and combustion heating,,NG,,,0.0,0.0,1.0,0.0,72.0,0.375,2.0,634150.7831,AHU with DX cooling and combustion heating,,0,0,0,54.0,0.0,Primary,Primary,0,2.0,11.0,bryant,24ABR336A0051010 ,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Office,11662,Urban,2009,1.0,1691068.755,1691068.755
944,10985,7235,20741,AHU with DX cooling and combustion heating,,NG,,,0.0,0.0,2.0,0.0,120.0,0.625,1.0,1056917.972,AHU with DX cooling and combustion heating,,0,0,0,54.0,0.0,Primary,Primary,0,2.0,11.0,bryant,113RPA060000BHAA,Single Zone,,,0.0,0.0,"Condenser,Supply",0.0,None,,,,"C,HT,V",,Not Applicable,Not Applicable,Office,Office - Medical Office,11662,Urban,2009,1.0,1691068.755,1691068.755
945,12419,7236,20742,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,832.0,0.652428,1.0,3983653.6569999997,872.0,0.734625,1.0,4485539.505,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,104.75,8400.0,Primary,Primary,0,4.0,17.0,Lennox,LGA210HS2G,Single Zone,,,0.0,5.0,"Condenser,Exhaust,Supply",0.67,None,Economizer/Motorized louvers,,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Department Store,30530,Urban,2002,1.0,6105890.086,6105890.086
946,12419,7236,20743,Rooftop Unit AC (RTU-AC) w/heat,,NG,,,208.0,0.163107,2.0,995913.4143,252.0,0.212299,2.0,1296274.3590000002,Rooftop Unit AC (RTU-AC) w/heat,,0,0,0,104.75,9600.0,Primary,Primary,0,1.0,17.0,Lennox,LGA240HS2G,Single Zone,,,0.0,5.0,"Condenser,Exhaust,Supply",0.67,None,Economizer/Motorized louvers,,Full Electronic (Programmable thermostat),"C,HT,V",,Not Applicable,Not Applicable,Retail/Service,Retail/Service - Department Store,30530,Urban,2002,1.0,6105890.086,6105890.086
